name,DOB,weight,height,birth place,one day races,GC,TT,sprint,climber,PCS rank,UCI rank,All time rank,link,lonlat
Venantas Lašinis,1997-02-26,69.0,1.79,,19,79,48,94,5,1034,913,1000000,rider/venantas-lasinis,"(None, None)"
Frédéric Bessy,1972-01-09,65.0,1.76,Villefranche-sur-Saône,862,471,23,754,202,1000000,1000000,1000000,rider/frederic-bessy,"(4.726611, 45.9864749)"
Emanuel Buchmann,1992-11-18,59.0,1.79, Ravensburg,686,2669,233,66,2752,176,153,1527,rider/emanuel-buchmann,"(None, None)"
Michael Vink,1991-11-22,73.0,1.9,Christchurch,54,153,288,82,56,1634,1334,1000000,rider/michael-vink,"(172.6366455, -43.530955)"
Frankie Andreu,1966-09-26,77.0,1.88,Dearborn,854,564,385,1081,1,1000000,1000000,1000000,rider/frankie-andreu,"(-83.1763145, 42.3222599)"
Jonathan Hivert,1985-03-23,62.0,1.7,Chambray-lès-Tours,1771,1499,551,1454,1109,817,1073,771,rider/jonathan-hivert,"(0.714368, 47.3390872)"
Pascal Ackermann,1994-01-17,78.0,1.8,Kandel,3068,258,66,3696,794,69,71,236,rider/pascal-ackermann,"(8.1970699, 49.0809754)"
Jaime Castrillo,1996-03-13,65.0,1.86,Jaca,76,65,28,28,10,2168,2276,1000000,rider/jaime-castrillo,"(-0.549372, 42.5692515)"
Nathan Brown,1991-07-07,65.0,1.83,Colorado Springs,116,318,219,11,214,1000000,3112,1000000,rider/nathan-brown,"(-104.825348, 38.8339578)"
Cédric Hervé,1979-11-14,60.0,1.69,Dinan,269,128,0,314,61,1000000,1000000,1000000,rider/cedric-herve,"(-2.047687, 48.4539775)"
Mikkel Frølich Honoré,1997-01-21,68.0,1.85,Fredericia,606,390,113,202,720,83,50,1000000,rider/mikkel-honore,"(9.7562169, 55.565268)"
Mathias Le Turnier,1995-03-14,65.0,1.8,Arès,30,185,6,53,91,1000000,1000000,1000000,rider/mathias-le-turnier,"(-1.1379928, 44.767644)"
Javier Moreno,1984-07-18,63.0,1.81,Jaén,510,1717,424,446,937,1645,2422,1122,rider/javier-moreno,"(-3.492055612037218, 37.9557275)"
Arnaud De Lie,2002-03-16,78.0,1.82,Libramont,837,25,1,532,102,40,30,1971,rider/arnaud-de-lie,"(5.437089151361523, 49.94990995)"
Vladislav Loginov,1995-01-21,66.0,1.74,Odessa,19,0,45,0,0,1116,805,1000000,rider/vladislav-loginov,"(30.7322878, 46.4843023)"
Pavel Tonkov,1969-02-09,70.0,1.76,Izhevsk,923,5247,2194,1724,2801,1000000,1000000,219,rider/pavel-tonkov,"(53.197730742455306, 56.86051745)"
Marti Marquez,1996-02-09,63.0,1.84,Llinars del Vallès,1,108,0,47,7,2375,2308,1000000,rider/marti-marquez,"(2.4033771, 41.6383547)"
Laurens Huys,1998-09-24,61.0,1.62,,51,156,4,64,91,552,757,1000000,rider/laurens-huys,"(None, None)"
Ander Okamika,1993-04-02,72.0,1.89,Lekeitio,46,38,1,12,56,577,709,1000000,rider/ander-okamika,"(-2.5059965, 43.3637081)"
Tejay van Garderen,1988-08-12,72.0,1.86,Tacoma,147,5164,3409,415,3710,2115,1630,330,rider/tejay-van-garderen,"(-122.4398746, 47.2495798)"
Adrien Garel,1996-03-12,77.0,1.86,Paris,27,0,1,50,0,1000000,1000000,1000000,rider/adrien-garel,"(2.3200410217200766, 48.8588897)"
Jules Hesters,1998-11-11,72.0,1.8,Ghent,74,0,0,77,0,809,807,1000000,rider/jules-hesters,"(3.7250121, 51.0538286)"
Sergei Chernetski,1990-04-09,63.0,1.76,Sertolovo,788,1430,389,573,860,626,538,1561,rider/sergei-chernetski,"(30.207806, 60.143707)"
José Gonçalves,1989-02-13,70.0,1.85,Barcelos,289,860,726,573,716,1745,1354,1755,rider/jose-goncalves,"(-8.6192306, 41.5314496)"
Nathan Vandepitte,2000-03-30,80.0,1.92,Tielt,29,2,0,23,1,978,1153,1000000,rider/nathan-vandepitte,"(3.3414263284671195, 50.99996475)"
Claudio Imhof,1990-09-26,80.0,1.9,Münsterlingen,24,38,111,44,0,1790,3033,1000000,rider/claudio-imhof,"(9.2329998, 47.631287)"
Stephen Hodge,1961-07-18,74.0,1.85,Adelaide,1206,1288,1231,1049,237,1000000,1000000,1595,rider/stephen-hodge,"(138.5999312, -34.9281805)"
Quentin Pacher,1992-01-06,62.0,1.79,Libourne,586,776,82,536,922,182,150,1000000,rider/quentin-pacher,"(-0.2427217, 44.9133742)"
Juan José Lobato,1988-12-30,64.0,1.73,Trebujena,1315,623,50,2942,544,708,1679,941,rider/juan-jose-lobato,"(-6.1767074, 36.8693301)"
Joris Nieuwenhuis,1996-02-11,71.0,1.85,Doetinchem,219,136,8,102,100,543,1148,1000000,rider/joris-nieuwenhuis,"(6.281455126241391, 51.9585348)"
Kristian Sbaragli,1990-05-08,74.0,1.75,Empoli,1724,417,0,1647,1151,282,310,1000000,rider/kristian-sbaragli,"(10.9458556, 43.7194884)"
Chris Harper,1994-11-23,67.0,1.85,Melbourne,174,570,202,246,221,657,1206,1000000,rider/chris-harper,"(144.9631608, -37.8142176)"
Otto Vergaerde,1994-07-15,74.0,1.8,Melle,168,77,12,90,36,661,2238,1000000,rider/otto-vergaerde,"(7.32049, 44.5620476)"
Johan Van Der Berg,1976-01-31,68.0,1.79,	Kimberley,5,0,0,0,0,1000000,1000000,1000000,rider/johan-van-der-berg,"(None, None)"
Yuma Koishi,1993-09-15,62.0,1.75,Otsu,84,87,39,65,29,524,459,1000000,rider/yuma-koishi,"(135.8686739, 35.0047096)"
Albert Torres,1990-04-26,70.0,1.8,Ciutadella de Menorca,154,80,70,424,51,1235,1851,1000000,rider/albert-torres,"(3.837661331326796, 40.0017479)"
Ángel Luis Casero,1972-09-27,72.0,1.84,Albalat dels Tarongers,439,2480,2613,620,1080,1000000,1000000,807,rider/angel-luis-casero,"(-0.3371981, 39.7028908)"
Ángel Edo,1970-08-04,64.0,1.72,Gavà,905,792,106,6248,414,1000000,1000000,597,rider/angel-edo,"(74.10178169795284, 15.3503192)"
Daniel Becke,1978-03-12,75.0,1.87,Erfurt,26,163,397,194,15,1000000,1000000,1000000,rider/daniel-becke,"(11.0287364, 50.9777974)"
Riccardo Stacchiotti,1991-11-08,70.0,1.79,Recanati,33,189,373,812,42,1452,2807,1000000,rider/riccardo-stacchiotti,"(13.5486016, 43.4035085)"
Mark Grinkevich,2001-01-31,73.0,1.85,Grodno,10,0,10,0,0,1530,635,1000000,rider/mark-grinkevich,"(23.8342648, 53.6834599)"
Laurent Brochard,1968-03-26,68.0,1.8,Le Mans,3357,4652,3747,5413,1633,1000000,1000000,205,rider/laurent-brochard,"(0.1967849, 48.0073849)"
Gorka Beloki,1978-03-03,66.0,1.81,Beasain,34,5,10,35,1,1000000,1000000,1000000,rider/gorka-beloki,"(-2.2032868, 43.0473269)"
Ramses Debruyne,2002-08-31,66.0,1.79,Rollegem,15,0,8,0,6,1214,3224,1000000,rider/ramses-debruyne,"(3.2605254, 50.7690135)"
Artyom Zakharov,1991-10-27,70.0,1.79,Petropavl,86,65,94,45,14,864,762,1000000,rider/artyom-zakharov,"(69.1334984, 54.8668104)"
Philippe Pratte,1986-03-08,67.0,1.8,,0,0,0,34,0,1000000,1000000,1000000,rider/philippe-pratte,"(None, None)"
Tao Geoghegan Hart,1995-03-30,65.0,1.83,London,251,1834,515,136,1647,218,252,1128,rider/tao-geoghegan-hart,"(-0.1276474, 51.5073219)"
Will Clarke,1985-04-11,81.0,1.92,Campbell Town,86,176,678,414,10,1000000,1000000,1000000,rider/william-clarke,"(147.4958801, -41.9284173)"
Daniil Fominykh,1991-08-28,70.0,1.85,Almaty,80,199,385,48,73,1026,956,1000000,rider/daniil-fominykh,"(76.91925238619355, 43.21833055)"
Constantinos Thymides,1986-08-30,62.0,1.73,,51,0,72,0,2,1980,1862,1000000,rider/constantinos-thymides,"(None, None)"
Roberto Petito,1971-02-01,78.0,1.84,Civitavecchia,1673,1441,976,1540,350,1000000,1000000,801,rider/roberto-petito,"(11.7922462, 42.0937524)"
Luuk Van Gestel,2000-03-28,64.0,1.76,,10,1,0,0,0,1000000,1000000,1000000,rider/luuk-van-gestel,"(None, None)"
Geert Van Bondt,1970-11-18,71.0,1.8,Ninove,985,204,16,1038,2,1000000,1000000,1000000,rider/geert-van-bondt,"(4.004025399079267, 50.8212361)"
Alexandre Delettre,1997-10-25,62.0,1.7,Gonesse,120,51,0,5,76,570,724,1000000,rider/alexandre-delettre,"(2.4500537, 48.9863555)"
Germán Nieto,1972-12-16,68.0,1.75,Madrid,64,127,2,90,0,1000000,1000000,1000000,rider/german-nieto,"(-3.7035825, 40.4167047)"
Rafael Reis,1992-07-15,72.0,1.9,Setúbal,9,92,842,55,126,435,519,1000000,rider/rafael-reis,"(-8.8932341, 38.5241783)"
Evgeny Shalunov,1992-01-08,70.0,1.8,Saint Petersburg,464,376,129,437,153,1798,2955,1000000,rider/evgeny-shalunov,"(30.38061935702552, 59.917857350000006)"
Behnam Ariyan,1990-04-11,70.0,1.86,,28,3,138,36,0,1196,1110,1000000,rider/behnam-ariyan,"(None, None)"
Jakub Kaczmarek,1993-09-27,66.0,1.81,Kalisz,25,418,83,312,84,221,225,1000000,rider/jakub-kaczmarek,"(18.079590087700037, 51.74736505)"
Jordi Slootjes,1995-09-24,70.0,1.82,Cabauw,0,18,0,42,11,1083,1217,1000000,rider/jordi-slootjes,"(4.897778, 51.9642565)"
Iván García Cortina,1995-11-20,77.0,1.83,Gijón,903,254,108,778,750,200,212,1000000,rider/ivan-garcia-cortina,"(-5.66275, 43.5449422)"
Jakob Geßner,2000-02-01,72.0,1.92,Erfurt,2,100,0,0,4,2205,1760,1000000,rider/jakob-gessner,"(11.0287364, 50.9777974)"
Jelle Bootsveld,1999-12-05,75.0,1.86,Heino,49,0,0,0,0,1853,2963,1000000,rider/jelle-bootsveld,"(6.2337581, 52.4361877)"
Robert Pintarič,1965-03-25,69.0,1.74,Ljubljana,40,45,115,187,0,1000000,1000000,1000000,rider/robert-pintaric,"(14.5069289, 46.0500268)"
Anthony Langella,1974-04-24,76.0,1.88,Gennevilliers,303,222,247,418,4,1000000,1000000,1000000,rider/anthony-langella,"(2.2940122, 48.9254221)"
Filippo Rocchetti,1996-01-26,72.0,1.79,Osimo,55,14,0,103,5,1000000,1000000,1000000,rider/filippo-rocchetti,"(13.4824068, 43.4861359)"
David González,1996-02-21,68.0,1.79,Fontiveros,23,10,0,168,60,852,1573,1000000,rider/david-gonzalez-lopez,"(-4.9659172, 40.9298797)"
Nicola Loda,1971-07-27,73.0,1.83,Brescia,665,698,198,1790,185,1000000,1000000,1000000,rider/nicola-loda,"(10.4258729694612, 45.77958045)"
Mika Heming,2000-04-06,68.0,1.83,Ahaus,4,20,58,32,31,899,849,1000000,rider/mika-heming,"(7.004876, 52.0761541)"
Mirco Sartori,1996-07-30,68.0,1.75,,4,0,0,64,0,1000000,1000000,1000000,rider/mirco-sartori,"(None, None)"
Mattia Cattaneo,1990-10-25,67.0,1.84,Alzano Lombardo,680,1219,1181,200,1350,76,139,2019,rider/mattia-cattaneo,"(9.730494, 45.7336026)"
Kristijan Koren,1986-11-25,72.0,1.83,Postojna,689,514,387,476,303,2313,1629,1000000,rider/kristijan-koren,"(14.15930632489195, 45.78727345)"
José Félix Parra,1997-01-16,57.0,1.71,Ossa de Montiel ,16,102,0,7,90,391,360,1000000,rider/jose-felix-parra,"(None, None)"
James Oram,1993-06-17,68.0,1.83,Palmerston North,74,241,189,217,122,1743,2072,1000000,rider/james-oram,"(175.6112388, -40.356317)"
Fabio Jakobsen,1996-08-31,78.0,1.81,Gorinchem,1293,59,38,2836,236,17,35,443,rider/fabio-jakobsen,"(4.974600467260094, 51.8421872)"
Asier Maeztu,1977-10-14,83.0,1.88,San Sebastián,0,0,30,0,0,1000000,1000000,1000000,rider/asier-maeztu,"(-1.9838889, 43.3224219)"
Aitor Kintana,1975-07-15,60.0,1.71,Vitoria-Gasteiz,67,492,150,250,177,1000000,1000000,1000000,rider/aitor-kintana,"(-2.6724025, 42.8465088)"
Matteo Dal-Cin,1991-01-14,77.0,1.96,Ottawa,31,98,116,96,48,672,645,1000000,rider/matteo-dal-cin,"(-75.6851593, 45.3969506)"
Greg Van Avermaet,1985-05-17,74.0,1.81,Lokeren,11349,3597,574,5474,7142,170,151,60,rider/greg-van-avermaet,"(3.9898689, 51.1044488)"
Jack Bauer,1985-04-07,74.0,1.91,Takaka,669,719,757,404,313,1140,1571,1000000,rider/jack-bauer,"(34.9249653, 38.9597594)"
Marceli Boguslawski,1997-09-07,77.0,1.83,Opoczno ,25,61,296,219,13,420,445,1000000,rider/marceli-boguslawski,"(None, None)"
Oswaldo Ariel Frossasco,1977-08-02,74.0,1.76,Córdoba,11,0,1,10,0,1000000,1000000,1000000,rider/oswaldo-ariel-frossasco,"(-4.7760138, 37.8845813)"
Hugh Carthy,1994-07-09,69.0,1.93,Preston,234,2063,388,76,1996,197,257,1546,rider/hugh-carthy,"(-2.6992717, 53.7593363)"
Ján Svorada,1968-08-28,80.0,1.83,Trenčín,1331,904,418,8648,629,1000000,1000000,187,rider/jan-svorada-1,"(18.0393715, 48.8923583)"
Ben Oliver,1996-12-17,71.0,1.83,Christchurch,1,11,5,42,4,1000000,2320,1000000,rider/ben-oliver,"(172.6366455, -43.530955)"
Julien Duval,1990-05-27,68.0,1.79, Évreux,649,122,35,704,46,1742,2178,1000000,rider/julien-duval,"(None, None)"
Pascal Hervé,1964-07-13,62.0,1.69,Tours,1440,1502,70,1759,869,1000000,1000000,962,rider/pascal-herve,"(0.6889268, 47.3900474)"
Aksel Nõmmela,1994-10-22,69.0,1.76,Tallinn,601,22,27,776,2,1000000,1000000,1000000,rider/aksel-nommela,"(24.7453688, 59.4372155)"
Benjamín Prades,1983-10-26,56.0,1.68,Socuéllamos,255,597,54,550,438,2105,2923,1000000,rider/benjamin-prades-reverter,"(-2.7904645, 39.2834014)"
Ivan Smirnov,1999-01-14,74.0,1.86,,29,60,8,40,9,1000000,1000000,1000000,rider/ivan-smirnov,"(None, None)"
Fabian Jeker,1968-11-28,72.0,1.77,Füllinsdorf,1146,3267,1479,1556,994,1000000,1000000,450,rider/fabian-jeker,"(7.7299597, 47.5056654)"
Michael Schwarzmann,1991-01-07,69.0,1.74,Kempten,204,207,1,463,198,738,2784,1000000,rider/michael-schwarzmann,"(10.3168835, 47.7267063)"
Antonio Nibali,1992-09-23,65.0,1.8,Messina,33,196,0,12,127,714,2339,1000000,rider/antonio-nibali,"(15.5542082, 38.1937571)"
Fred Wright,1999-06-13,75.0,1.84,London,224,126,112,76,312,256,224,1000000,rider/alfred-wright,"(-0.1276474, 51.5073219)"
Robbie Hucker,1990-03-13,68.0,1.81,,77,383,175,327,143,1000000,1000000,1000000,rider/robbie-hucker,"(None, None)"
Ryan Christensen,1996-09-12,63.0,1.75,Hamilton,88,19,5,170,12,1015,679,1000000,rider/ryan-christensen,"(-79.8728583, 43.2560802)"
Sonny Colbrelli,1990-05-17,74.0,1.76, Desenzano del Garda,5387,1164,142,3452,2846,23,14,184,rider/sonny-colbrelli,"(None, None)"
Hugo Forssell,1999-01-04,82.0,1.92,Linköping,0,18,110,25,0,1130,896,1000000,rider/hugo-forssell,"(15.6245252, 58.4098135)"
Théo Delacroix,1999-02-21,70.0,1.86,,10,10,0,2,0,1507,2695,1000000,rider/theo-delacroix,"(None, None)"
Thibaut Pinot,1990-05-29,63.0,1.8,Lure,1761,5962,1407,287,7077,155,193,178,rider/thibaut-pinot,"(6.4946806, 47.6863376)"
Michael Mørkøv,1985-04-30,71.0,1.83,Kokkedal,1139,918,293,1476,316,241,347,1797,rider/michael-morkov,"(12.4983774, 55.9046232)"
Steffen Kjærgaard,1973-05-24,74.0,1.81,Tønsberg,69,503,676,306,3,1000000,1000000,1000000,rider/steffen-kjaergaard,"(10.28204911087724, 59.3549795)"
Péter Kusztor,1984-12-27,61.0,1.79,Budapest,301,228,256,702,114,1000000,1000000,1000000,rider/peter-kusztor,"(19.0403594, 47.4979937)"
Gianluca Bortolami,1968-08-28,73.0,1.81,Locate di Triulzi,4947,980,1039,3800,548,1000000,1000000,308,rider/gianluca-bortolami,"(9.2246411, 45.3579318)"
Marcin Budzinski,1998-04-24,70.0,1.78,Opoczno ,5,8,6,54,20,1550,1108,1000000,rider/marcin-budzinski,"(None, None)"
Yuzuru Suzuki,1985-11-06,57.0,1.7,Kawasaki,1,76,74,144,26,1000000,1000000,1000000,rider/yuzuru-suzuki,"(139.7028012, 35.5305307)"
Bekim leif Christensen,1973-09-17,66.0,1.78,Roskilde,249,124,58,232,18,1000000,1000000,1000000,rider/bekim-leif-christensen,"(12.0819247, 55.6433478)"
Lorenzo Fortunato,1996-05-09,57.0,1.7,Bologna,71,576,0,67,554,185,189,1000000,rider/lorenzo-fortunato,"(11.3426327, 44.4938203)"
Alex Kirsch,1992-06-12,75.0,1.94,Luxembourg,409,292,497,498,198,456,473,1000000,rider/alex-kirsch,"(6.1296751, 49.8158683)"
Piotr Havik,1994-07-07,73.0,1.85,Gouda,479,40,21,591,2,1000000,2606,1000000,rider/piotr-havik,"(4.711122134697802, 52.018119350000006)"
Michael Carbel,1995-02-07,73.0,1.8,Horsens,166,12,10,447,0,1000000,1000000,1000000,rider/michael-carbel,"(9.8444774, 55.8611696)"
Dimitri Peyskens,1991-11-26,69.0,1.82,Uccle,303,177,7,276,93,758,1669,1000000,rider/dimitri-peyskens,"(4.3338445, 50.8035441)"
Sasha Weemaes,1998-02-09,73.0,1.77,Sint-Niklaas,321,18,12,440,1,321,265,1000000,rider/sasha-weemaes,"(4.1395124, 51.1646685)"
Óscar Cabedo,1994-11-12,53.0,1.74,Onda,0,178,0,1,97,580,1071,1000000,rider/oscar-cabedo,"(-0.2593846, 39.9621514)"
Jordi López,1998-08-14,59.0,1.7,Badalona,39,7,5,7,36,1000000,2158,1000000,rider/jordi-lopez-caravaca,"(2.248254, 41.4493539)"
Luca Wackermann,1992-03-13,68.0,1.88,Rho,200,409,1,510,280,1468,2305,1000000,rider/luca-wackermann,"(9.046346923178804, 45.531035450000005)"
Cédric Mathy,1970-02-02,85.0,1.77,Ixelles,0,0,8,0,0,1000000,1000000,1000000,rider/cedric-mathy,"(4.3668279, 50.8331141)"
Alex Colman,1998-07-22,73.0,1.84,Moerzeke,55,0,2,74,2,1838,1000000,1000000,rider/alex-colman,"(4.1531789, 51.0630042)"
Carlos García Quesada,1978-04-18,63.0,1.77,La Zubia,421,1129,228,542,761,1000000,1000000,1440,rider/carlos-garcia-quesada,"(-3.5850833, 37.1206862)"
Attila Valter,1998-06-12,65.0,1.85,Csömör,205,614,126,230,719,184,156,1000000,rider/attila-valter,"(19.2242144, 47.5489158)"
Sébastien Talabardon,1978-02-16,67.0,1.84,Paris,62,89,19,70,15,1000000,1000000,1000000,rider/sebastien-talabardon,"(2.3200410217200766, 48.8588897)"
Juan Carlos Guillamón,1974-11-24,62.0,1.74,Murcia,26,81,0,151,53,1000000,1000000,1000000,rider/juan-carlos-guillamon-ruiz,"(-1.1305431, 37.9923795)"
Yesid Albeiro Pira,1999-06-28,59.0,1.72,Siachoque,0,8,3,8,15,1000000,1000000,1000000,rider/yesid-albeiro-pira,"(-73.211985110575, 5.4879559)"
Nicola Venchiarutti,1998-10-07,64.0,1.73,Tolmezzo,68,24,1,102,56,1337,1302,1000000,rider/nicola-venchiarutti,"(13.0561666, 46.4295026)"
Julian Winn,1972-09-23,70.0,1.8,Abergavenny,163,64,61,560,16,1000000,1000000,1000000,rider/julian-winn,"(-3.0147935, 51.8213212)"
Alessandro Bisolti,1985-03-07,58.0,1.75,Gavardo,180,437,58,340,314,1257,2420,1000000,rider/alessandro-bisolti,"(10.438237, 45.5846274)"
Tanguy Turgis,1998-05-16,61.0,1.71,Bourg-la-Reine,80,193,9,79,3,1000000,1000000,1000000,rider/tanguy-turgis,"(2.316085, 48.7795178)"
Rick Zabel,1993-12-07,77.0,1.84,Unna,604,332,51,1155,251,421,1260,1000000,rider/rick-zabel,"(7.689014, 51.5348835)"
Jon Irisarri,1995-11-09,66.0,1.75,Leaburu,31,39,0,28,6,1000000,1000000,1000000,rider/jon-irisarri,"(-2.052317, 43.1246812)"
Dan Martin,1986-08-20,59.0,1.75,Birmingham,3447,6005,454,490,8238,247,326,156,rider/dan-martin,"(-1.9026911, 52.4796992)"
Sjoerd Bax,1996-01-06,78.0,1.85,Gorinchem,17,116,34,164,43,1278,696,1000000,rider/sjoerd-bax,"(4.974600467260094, 51.8421872)"
Alex Aranburu,1995-09-19,63.0,1.78,Ezkio-Itsaso,881,393,190,466,1240,117,122,1000000,rider/alex-aranburu,"(-2.2706536547159506, 43.0831025)"
Juan Felipe Osorio,1995-01-30,65.0,1.8,La Unión,24,58,25,22,58,1000000,3202,1000000,rider/juan-felipe-osorio,"(-86.70201646061182, 15.11109265)"
Thibau Nys,2002-11-12,64.0,1.76,Bonheiden,107,25,0,72,14,405,204,1000000,rider/thibau-nys,"(4.537821777907236, 51.0261294)"
Luis León Sánchez,1983-11-24,73.0,1.86,Mula,1833,5549,2904,1755,4128,286,285,174,rider/luis-leon-sanchez,"(-1.4906872, 38.0418669)"
Taco van der Hoorn,1993-12-04,73.0,1.87,Rotterdam,1106,162,2,1033,141,183,158,1523,rider/taco-van-der-hoorn,"(4.47775, 51.9244424)"
Dmitri Konychev,1966-02-18,77.0,1.86,Nizhny Novgorod,4975,741,98,5081,1343,1000000,1000000,255,rider/dmitri-konychev,"(44.0051395, 56.3264816)"
Mulu Kinfe Hailemichael,1999-06-12,50.0,1.58,Adigrat,6,44,6,4,90,1000000,1000000,1000000,rider/mulu-kinfe-hailemichael,"(39.4614983, 14.2774132)"
Jan Hirt,1991-01-21,62.0,1.81,Třebíč,127,1447,30,136,1482,66,80,1798,rider/jan-hirt,"(15.8816091, 49.2151907)"
Johan Verstrepen,1967-10-21,66.0,1.7,Herentals,938,175,16,1130,11,1000000,1000000,1000000,rider/johan-verstrepen,"(4.8362595, 51.1765426)"
Moreno Hofland,1991-08-31,71.0,1.79,Roosendaal,736,340,170,2530,226,1000000,1000000,1300,rider/moreno-hofland,"(4.4561276, 51.5331484)"
Valentin Götzinger,2000-12-12,71.0,1.76,Weinitzen,15,3,19,12,0,1000000,1680,1000000,rider/valentin-gotzinger,"(15.483534191382372, 47.1436435)"
Etienne De Wilde,1958-03-23,70.0,1.72,Wetteren,4552,858,540,7330,103,1000000,1000000,287,rider/etienne-de-wilde,"(3.8731040535437895, 50.9983603)"
Milan Dvorščík,1970-03-07,68.0,1.75,Považská Bystrica,30,28,53,94,0,1000000,1000000,1000000,rider/milan-dvorscik,"(18.4469936, 49.1159316)"
Raimondas Rumšas,1972-01-14,64.0,1.75,Šilutė,1054,1968,1557,935,1103,1000000,1000000,722,rider/raimondas-rumsas-1,"(21.4605697, 55.3413747)"
Masaki Yamamoto,1996-01-08,68.0,1.71,Nara,89,24,25,19,32,987,513,1000000,rider/masaki-yamamoto,"(166.93479227083333, -0.5275000000000001)"
Enric Mas,1995-01-07,61.0,1.77,Artà,309,2961,512,74,3110,16,17,873,rider/enric-mas,"(3.3506343, 39.6950088)"
Alexandre Balmer,2000-05-04,74.0,1.92,La Chaux-de-Fonds,29,11,7,6,7,922,1248,1000000,rider/alexandre-balmer,"(6.8325778, 47.1031321)"
Thanakhan Chaiyasombat,1999-06-26,58.0,1.7,,34,66,57,81,50,2365,1854,1000000,rider/thanakhan-chaiyasombat,"(None, None)"
Thomas Boudat,1994-02-24,70.0,1.75,Langon,1242,148,59,1442,98,506,510,1949,rider/thomas-boudat,"(-0.2449274, 44.5530659)"
Enrico Gasparotto,1982-03-22,65.0,1.74,Sacile,3246,1443,533,1975,2612,1000000,1000000,572,rider/enrico-gasparotto,"(12.503368, 45.95386)"
Tiaan Kannemeyer,1978-12-14,67.0,1.82,Bellville,149,259,176,218,106,1000000,1000000,1000000,rider/tiaan-kannemeyer,"(-96.2571858, 29.9502253)"
David Lefevre,1972-04-29,66.0,1.75,Maubeuge,83,212,5,124,3,1000000,1000000,1000000,rider/david-lefevre,"(3.9674127, 50.2796417)"
Andrei Teteriouk,1967-09-20,72.0,1.83,Tselinograd,516,1665,1172,1084,146,1000000,1000000,1444,rider/andrei-teteriouk,"(71.4306682, 51.1282205)"
Paul Double,1996-06-25,56.0,1.71,Winchester,32,81,2,20,60,440,499,1000000,rider/paul-double,"(-1.3131692, 51.0612766)"
Daniel Szalay,1987-11-14,76.0,1.81,Sopron,0,0,32,0,0,1000000,1996,1000000,rider/daniel-szalay,"(16.5983457, 47.6803063)"
Jan-Willem van Schip,1994-08-20,84.0,1.94,Schalkwijk,516,71,6,724,12,602,1237,1000000,rider/jan-willem-van-schip,"(5.1907825, 51.9931917)"
Jarrad Drizners,1999-05-31,70.0,1.86,Adelaide,2,27,7,26,1,1433,1674,1000000,rider/jarrad-drizners,"(138.5999312, -34.9281805)"
Maikel Zijlaard,1999-06-01,73.0,1.87,Rotterdam,31,25,37,114,6,654,483,1000000,rider/maikel-zijlaard,"(4.47775, 51.9244424)"
Jaakko Hänninen,1997-04-16,59.0,1.77,Ruokolahti,147,96,0,52,46,876,1386,1000000,rider/jaakko-hanninen,"(28.8295473, 61.2912416)"
Nicola Conci,1997-01-05,68.0,1.84,Trente,177,275,8,151,282,613,639,1000000,rider/nicola-conci,"(11.1257601, 46.0664228)"
Alexis Vuillermoz,1988-06-01,60.0,1.73,Saint-Claude,1384,1558,98,266,2134,181,159,1298,rider/alexis-vuillermoz,"(5.901811795043381, 46.40945165)"
Brandon Smith Rivera,1996-03-21,60.0,1.7,Zipaquirá,4,10,118,4,0,1000000,1000000,1000000,rider/brandon-smith-rivera-vargas,"(-74.0039818, 5.0234748)"
Guido Trenti,1972-12-27,68.0,1.8,Milan,592,303,1,1084,288,1000000,1000000,1000000,rider/guido-trenti,"(9.1896346, 45.4641943)"
Simone Velasco,1995-12-02,59.0,1.7,Bologna,907,207,3,322,612,254,256,1000000,rider/simone-velasco,"(11.3426327, 44.4938203)"
Lars Michaelsen,1969-03-13,79.0,1.85,Grimstad,3478,491,1,4540,68,1000000,1000000,804,rider/lars-michaelsen,"(8.712829118742853, 58.2839967)"
Václav Snupárek,1995-04-10,72.0,1.81,Prague,0,0,0,0,0,1998,3206,1000000,rider/vaclav-snuparek,"(14.446459273258007, 50.0596288)"
David Per,1995-02-13,81.0,1.92,Dolenje Kronovo,75,22,64,241,6,1010,1099,1000000,rider/david-per,"(15.2569198, 45.8550485)"
Floris De Tier,1992-01-20,60.0,1.72,Ghent,332,353,0,122,511,448,1147,1000000,rider/floris-de-tier,"(3.7250121, 51.0538286)"
Kamil Małecki,1996-01-02,69.0,1.74,Bytów,79,281,162,360,91,1000000,2742,1000000,rider/kamil-malecki,"(17.4890263, 54.1694592)"
Gianluca Brambilla,1987-08-22,57.0,1.7,Bellano,1419,1591,148,547,2952,296,399,1566,rider/gianluca-brambilla,"(9.317714004967517, 46.0461147)"
